PLAYER,YRS,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,BA,HOF
Player 0693,24,2328,5906,301,1502,334,95,99,906,313,599,111,19,0.254,0
Player 0694,24,1152,3888,289,980,140,39,71,683,446,653,86,18,0.252,0
Player 0695,3,108,333,15,97,12,1,4,59,42,41,13,2,0.291,0
Player 0696,7,791,2543,75,671,126,13,62,244,244,486,138,45,0.264,0
Player 0697,19,2907,7763,255,2133,277,55,113,1574,765,656,246,37,0.275,0
Player 0698,15,2010,7699,356,2371,311,72,267,962,618,1193,189,32,0.308,0
Player 0699,2,200,820,43,246,53,10,8,108,58,72,9,2,0.3,0
Player 0700,3,90,228,24,60,10,3,4,44,26,30,7,2,0.263,0
Player 0701,14,2142,7544,223,1859,276,46,288,1223,953,622,44,4,0.246,0
Player 0702,16,1328,5044,163,1562,252,108,125,1131,398,782,207,28,0.31,0
Player 0703,5,310,925,60,274,56,6,24,184,69,187,4,1,0.296,0
Player 0704,5,705,2706,112,578,73,27,121,352,200,259,88,25,0.214,0
Player 0705,4,488,1744,90,451,60,29,94,209,95,344,27,4,0.259,0
Player 0706,15,1830,7465,518,2058,399,125,248,989,562,1294,166,29,0.276,0
Player 0707,1,61,254,12,75,14,3,2,54,13,40,3,0,0.295,0
Player 0708,15,2295,5902,393,1781,421,96,59,1236,713,1038,179,46,0.302,0
Player 0709,12,996,3243,296,907,149,20,173,447,236,433,102,23,0.28,0
Player 0710,12,1128,3868,106,1123,143,17,150,560,433,749,134,38,0.29,0
Player 0711,17,2074,5702,591,1552,286,60,243,728,563,1167,352,33,0.272,0
Player 0712,14,1540,4730,293,1165,229,23,183,559,593,967,102,30,0.246,0
Player 0713,19,893,3731,170,973,133,33,52,675,509,459,97,9,0.261,0
Player 0714,20,1280,3235,362,875,163,23,88,309,268,597,209,66,0.27,0
Player 0715,24,1704,5570,326,1497,215,97,250,785,322,577,101,9,0.269,0
Player 0716,20,2960,11640,522,2374,525,150,562,1726,1367,1853,464,53,0.204,1
Player 0717,13,1521,4640,212,1188,261,71,78,673,240,373,262,33,0.256,0
Player 0718,13,936,3103,210,843,144,45,107,446,217,344,144,20,0.272,0
Player 0719,6,720,2997,147,779,183,18,38,369,164,542,76,14,0.26,0
Player 0720,15,1815,6002,230,1568,372,27,317,595,785,1319,240,61,0.261,0
Player 0721,4,304,827,71,237,32,12,14,104,41,72,27,8,0.287,0
Player 0722,24,1848,4782,409,1110,182,55,197,428,451,809,206,45,0.232,0
Player 0723,22,3102,12740,519,2713,521,95,210,1087,1123,2317,544,121,0.213,0
Player 0724,3,294,867,23,223,29,9,31,92,94,198,15,2,0.257,0
Player 0725,20,880,2954,156,876,145,36,112,412,224,545,127,37,0.297,0
Player 0726,3,354,939,28,308,46,8,20,109,120,90,34,3,0.328,0
Player 0727,19,1919,6179,185,1837,430,59,283,1341,717,639,76,12,0.297,0
Player 0728,3,273,1114,47,243,41,9,54,97,99,202,32,3,0.218,0
Player 0729,13,1547,5188,151,1358,287,65,247,683,426,594,223,30,0.262,0
Player 0730,17,2414,10020,339,2795,465,188,215,1961,1236,2289,257,61,0.279,0
Player 0731,19,1273,3742,285,1033,140,46,157,405,442,850,193,22,0.276,0
Player 0732,11,869,2917,128,842,188,46,96,457,250,676,62,6,0.289,0
Player 0733,24,1176,4658,352,1108,133,65,161,762,376,590,194,58,0.238,0
Player 0734,20,2180,7111,613,1936,245,41,205,1108,380,1384,262,29,0.272,0
Player 0735,6,462,1374,96,391,64,19,48,169,78,255,67,16,0.285,0
Player 0736,17,1173,4638,343,1386,280,57,54,892,254,397,66,11,0.299,0
Player 0737,19,2185,6910,592,1670,268,77,175,1039,360,846,187,60,0.242,0
Player 0738,9,702,2388,105,615,78,10,33,304,152,270,115,31,0.258,0
Player 0739,19,1615,6718,395,1209,191,78,127,445,854,936,30,2,0.18,0
Player 0740,23,1886,5312,207,1318,196,88,60,465,647,1234,148,47,0.248,0
Player 0741,21,1218,3669,280,923,111,14,57,627,462,789,173,33,0.252,0
Player 0742,20,820,2093,154,490,90,13,92,234,222,265,111,17,0.234,0
Player 0743,16,2112,6686,176,1843,246,45,217,746,709,1101,326,85,0.276,0
Player 0744,7,252,715,35,191,29,11,4,106,43,79,34,9,0.267,0
Player 0745,20,1340,4899,388,935,184,44,217,671,553,609,229,37,0.191,0
Player 0746,10,1110,3117,165,865,179,21,157,305,234,281,105,18,0.278,0
Player 0747,14,588,2144,70,509,77,30,105,189,207,391,68,8,0.237,0
Player 0748,8,880,2594,106,744,118,25,119,384,352,480,135,32,0.287,0
Player 0749,8,960,2979,178,670,100,27,162,415,382,637,124,41,0.225,0
Player 0750,4,444,1373,117,372,87,13,47,201,97,301,12,2,0.271,0
Player 0751,25,1600,5949,394,1547,221,67,316,1096,691,628,115,40,0.26,0
Player 0752,4,108,355,19,99,14,4,18,36,21,70,11,1,0.279,0
Player 0753,3,420,1307,52,358,62,10,27,174,68,132,58,17,0.274,0
Player 0754,24,1608,6350,144,1657,236,63,305,812,333,887,164,54,0.261,0
Player 0755,14,1806,6271,328,1355,188,88,279,658,409,1018,256,68,0.216,0
Player 0756,11,550,1574,142,343,45,14,68,186,177,138,83,9,0.218,0
Player 0757,19,874,3522,210,878,172,57,175,584,291,370,48,8,0.249,0
Player 0758,10,1260,3883,214,1047,202,47,94,499,199,479,144,14,0.27,0
Player 0759,4,588,1508,123,375,74,21,37,242,209,151,61,14,0.249,0
Player 0760,19,2584,8632,454,2519,536,78,319,1029,845,1980,125,43,0.292,0
Player 0761,5,610,1653,126,430,68,25,69,246,141,208,56,10,0.26,0
Player 0762,14,798,2318,154,547,125,16,113,273,224,371,82,10,0.236,0
Player 0763,24,3432,12938,788,3367,700,54,631,1904,1252,3097,511,77,0.26,1
Player 0764,24,2664,7252,510,2015,436,48,297,792,669,1237,235,55,0.278,0
Player 0765,10,470,1819,134,511,105,8,96,373,191,265,11,2,0.281,0
Player 0766,20,820,3356,142,1126,183,75,46,802,435,767,76,10,0.336,0
Player 0767,16,2208,7796,184,1922,295,134,409,1308,601,901,336,94,0.247,1
Player 0768,12,720,2669,95,713,121,40,21,504,250,290,77,7,0.267,0
Player 0769,4,496,1841,94,524,68,10,60,214,92,304,31,7,0.285,0
Player 0770,10,430,1800,85,484,84,31,17,266,229,267,71,13,0.269,0
Player 0771,17,1037,3194,208,806,100,45,106,384,247,662,37,4,0.252,0
Player 0772,25,1525,4234,361,913,109,30,103,643,315,367,99,24,0.216,0
Player 0773,1,61,206,8,51,11,2,1,21,28,36,5,1,0.248,0
Player 0774,18,2016,6867,456,1596,323,82,256,699,704,1330,273,54,0.232,0
Player 0775,22,3146,8816,738,1847,346,30,366,1153,538,2076,478,141,0.21,1
Player 0776,24,3432,12157,585,2943,473,125,166,1134,898,1256,68,14,0.242,0
Player 0777,11,1331,3359,224,783,147,43,133,503,274,401,192,30,0.233,0
Player 0778,3,153,623,18,180,40,4,8,82,86,142,20,6,0.289,0
Player 0779,7,1043,3076,178,895,177,35,36,549,273,556,169,56,0.291,0
Player 0780,22,2090,5365,528,1278,245,56,66,893,379,461,340,35,0.238,0
Player 0781,22,2090,5609,585,1463,256,81,196,868,568,518,297,99,0.261,0
Player 0782,16,1856,5398,390,1106,178,75,237,481,466,1110,78,22,0.205,0
Player 0783,4,496,1470,72,371,75,22,51,137,80,251,31,3,0.252,0
Player 0784,4,592,1513,136,429,101,21,68,157,192,257,100,22,0.284,0
Player 0785,12,1200,3569,291,1066,182,50,123,410,183,787,134,11,0.299,0
Player 0786,15,1560,4411,238,1080,180,52,197,628,577,523,158,37,0.245,0
Player 0787,1,121,380,31,116,19,5,20,56,46,40,20,6,0.305,0
Player 0788,18,1044,3293,100,714,122,13,80,319,187,586,165,29,0.217,0
Player 0789,14,910,2799,74,633,151,33,34,277,322,619,121,26,0.226,0
Player 0790,1,106,324,11,95,19,5,3,69,38,39,16,2,0.293,0
Player 0791,3,99,262,11,86,14,3,9,34,27,49,2,0,0.328,0
Player 0792,12,792,2013,216,578,95,36,65,272,205,210,109,32,0.287,0
Player 0793,19,2242,6375,388,1712,293,88,90,922,347,685,390,53,0.269,0
Player 0794,21,3171,12006,445,2319,288,81,589,812,664,2692,58,13,0.193,1
Player 0795,11,1012,4234,176,843,154,13,223,605,488,418,48,8,0.199,0
Player 0796,8,608,2479,101,680,147,12,43,264,147,207,88,24,0.274,0
Player 0797,25,2050,6882,299,1771,352,60,105,1103,493,1403,201,54,0.257,0
Player 0798,12,1368,4656,150,1076,154,43,73,647,441,642,33,8,0.231,0
Player 0799,8,760,2306,170,627,130,15,56,422,149,330,42,7,0.272,0
Player 0800,12,336,1282,36,351,72,8,61,214,155,266,21,5,0.274,0
Player 0801,1,95,361,23,109,16,3,12,71,44,39,6,1,0.302,0
Player 0802,8,616,2424,76,666,129,38,20,345,304,446,98,25,0.275,0
Player 0803,13,1508,6065,363,1898,366,108,173,1035,330,789,184,43,0.313,0
Player 0804,23,3174,10278,816,2777,613,100,97,1751,909,993,428,134,0.27,0
Player 0805,19,2850,10840,306,2883,393,70,274,1664,1368,2059,35,5,0.266,0
Player 0806,20,2080,8051,206,2473,354,52,202,1371,665,1054,171,16,0.307,0
Player 0807,14,1008,3048,291,718,128,14,114,310,343,666,64,21,0.236,0
Player 0808,3,246,1003,44,369,46,13,32,167,103,227,38,3,0.368,0
Player 0809,10,470,1250,102,353,59,6,60,174,101,269,80,25,0.282,0
Player 0810,25,3650,15294,310,4333,929,144,88,1532,1145,2012,299,73,0.283,0
Player 0811,2,270,1028,38,296,40,20,44,153,111,121,47,15,0.288,0
Player 0812,22,2992,7954,572,2670,467,114,48,937,493,1772,37,8,0.336,0
Player 0813,18,1206,4360,331,1298,309,78,88,747,555,664,78,23,0.298,0
Player 0814,8,528,1350,73,288,52,6,66,181,137,260,74,20,0.213,0
Player 0815,20,2720,10361,681,3306,594,98,409,1900,622,2200,193,42,0.319,1
Player 0816,21,1995,7698,450,1986,371,133,104,1246,872,957,332,59,0.258,0
Player 0817,2,232,817,24,223,31,8,24,78,72,80,10,0,0.273,0
Player 0818,3,264,1044,38,235,32,11,42,87,71,187,38,5,0.225,0
Player 0819,17,1394,3716,184,1071,215,73,192,674,507,648,61,20,0.288,0
Player 0820,25,2675,7942,474,1963,328,88,291,1317,911,978,116,17,0.247,0
Player 0821,1,130,416,28,113,17,3,2,71,43,72,11,3,0.272,0
Player 0822,17,1156,2973,202,773,95,34,89,475,375,613,197,42,0.26,0
Player 0823,4,520,1696,69,572,126,10,21,362,167,230,56,9,0.337,0
Player 0824,17,952,2809,221,953,118,20,20,615,252,333,112,38,0.339,0
Player 0825,16,1232,3902,256,1059,222,16,136,677,261,764,14,1,0.271,0
Player 0826,3,429,1382,83,376,62,23,60,242,88,284,8,1,0.272,0
Player 0827,18,2682,10714,541,2752,527,142,72,1044,952,2493,57,11,0.257,0
Player 0828,23,3335,9870,429,3046,456,95,436,1143,898,1022,498,50,0.309,1
Player 0829,22,1452,5836,333,1508,209,40,235,745,676,1297,72,9,0.258,0
Player 0830,1,134,432,22,110,20,5,18,61,38,87,8,2,0.255,0
Player 0831,7,1022,3124,163,950,193,62,53,622,322,600,116,12,0.304,0
Player 0832,7,1064,3568,120,896,128,28,88,433,445,464,116,34,0.251,0
Player 0833,12,324,1040,68,279,48,9,11,128,144,86,25,6,0.268,0
Player 0834,4,484,1421,102,305,52,18,24,202,112,229,5,0,0.215,0
Player 0835,22,3388,11365,524,3348,488,214,228,1505,1490,1428,292,45,0.295,1
Player 0836,20,2480,6839,667,2311,434,150,143,1567,838,864,336,39,0.338,0
Player 0837,21,1155,3578,307,1056,145,32,49,444,200,817,57,16,0.295,0
Player 0838,5,620,2146,64,689,124,14,30,340,171,224,80,17,0.321,0
Player 0839,1,38,121,8,29,3,1,6,14,8,27,0,0,0.24,0
Player 0840,23,2001,7805,333,2171,387,67,344,1019,856,1253,328,74,0.278,0
Player 0841,8,848,2490,254,590,92,37,55,207,248,533,145,30,0.237,0
Player 0842,17,1428,5924,184,1552,270,26,310,689,560,742,14,3,0.262,0
Player 0843,23,2645,10141,374,3012,518,150,171,1461,1203,1839,232,20,0.297,0
Player 0844,1,56,232,9,63,14,4,5,29,18,39,4,0,0.272,0
Player 0845,1,103,404,14,89,15,6,18,59,34,92,15,2,0.22,0
Player 0846,1,108,296,25,66,14,3,8,24,37,32,11,2,0.223,0
Player 0847,4,428,1453,79,322,47,21,24,162,199,163,48,12,0.222,0
Player 0848,2,124,345,15,99,16,1,8,36,41,79,5,0,0.287,0
Player 0849,21,1344,5229,257,1789,230,62,157,1292,363,500,31,4,0.342,0
Player 0850,16,928,3241,255,1029,175,15,116,685,194,588,118,31,0.317,0
Player 0851,25,2125,6264,540,1275,255,87,158,947,431,561,245,21,0.204,0
Player 0852,21,2121,8654,402,2767,610,178,229,1975,761,798,321,73,0.32,0
Player 0853,25,1800,4852,258,1469,276,24,88,699,345,851,276,53,0.303,0
Player 0854,6,468,1618,55,349,68,5,51,218,212,272,54,7,0.216,0
Player 0855,8,496,1847,135,479,67,16,29,226,203,317,50,11,0.259,0
Player 0856,22,1166,3031,275,934,116,27,146,658,265,472,192,26,0.308,0
Player 0857,7,770,2707,158,783,168,48,114,402,202,538,112,26,0.289,0
Player 0858,2,262,1018,71,228,31,5,25,114,85,243,41,4,0.224,0
Player 0859,17,1054,2755,112,802,105,46,116,573,255,341,188,35,0.291,0
Player 0860,21,2856,9627,657,1879,436,85,51,1286,1099,1268,224,48,0.195,0
Player 0861,25,2475,7275,315,1907,449,68,161,1404,422,958,326,28,0.262,0
Player 0862,24,1104,4004,117,1240,240,28,108,466,506,809,140,34,0.31,0
Player 0863,4,288,778,52,210,34,14,22,93,47,105,11,3,0.27,0
Player 0864,20,500,2046,82,516,113,25,86,242,150,385,59,19,0.252,0
Player 0865,22,660,2653,189,798,115,31,140,414,369,401,54,7,0.301,0
Player 0866,18,1224,3446,185,1047,179,37,82,564,231,610,106,14,0.304,0
Player 0867,21,1764,5379,457,1698,276,110,121,792,317,1143,71,11,0.316,0
Player 0868,21,2688,9405,657,2827,648,170,334,1883,1010,1525,367,117,0.301,1
Player 0869,12,504,1875,114,577,132,34,35,253,160,292,64,12,0.308,0
Player 0870,2,268,871,75,257,50,12,10,161,50,106,26,4,0.295,0
Player 0871,12,660,1825,112,509,67,32,96,351,91,296,24,6,0.279,0
Player 0872,6,252,674,41,184,32,5,30,108,38,82,26,2,0.273,0
Player 0873,3,345,1448,39,378,56,20,76,185,140,311,9,2,0.261,0
Player 0874,4,500,1637,70,372,84,13,26,158,115,232,33,6,0.227,0
Player 0875,18,1854,7385,507,1747,238,83,43,705,886,743,135,33,0.237,0
Player 0876,13,520,1726,95,448,56,31,46,290,219,204,83,23,0.26,0
Player 0877,14,546,2221,84,618,126,42,114,332,140,367,44,7,0.278,0
Player 0878,19,1425,3775,181,1209,210,52,44,445,303,855,159,40,0.32,0
Player 0879,14,1162,3130,216,840,185,39,33,624,197,400,184,40,0.268,0
Player 0880,16,2464,10054,585,3067,395,197,84,1897,762,1229,202,23,0.305,0
Player 0881,3,186,764,26,235,50,16,33,161,54,110,29,9,0.308,0
Player 0882,22,1100,3338,271,874,108,50,147,459,403,783,36,10,0.262,0
Player 0883,12,1764,5475,385,1592,196,29,217,1165,443,1178,127,41,0.291,0
Player 0884,4,180,588,45,153,26,5,4,65,55,61,4,1,0.26,0
Player 0885,21,588,1885,79,596,87,38,77,252,208,335,61,8,0.316,0
Player 0886,19,1501,4237,328,1238,236,70,116,874,525,875,259,50,0.292,0
Player 0887,2,154,620,17,141,17,7,7,99,47,125,18,3,0.227,0
Player 0888,5,525,1538,84,423,52,21,30,232,105,243,61,5,0.275,0
Player 0889,1,139,514,33,168,34,6,15,67,70,101,7,1,0.327,0
Player 0890,7,1022,2671,223,704,102,26,57,332,210,463,171,29,0.264,0
Player 0891,3,186,477,22,136,27,8,25,88,52,53,16,1,0.285,0
Player 0892,18,2736,9880,735,2856,599,88,283,1966,1096,879,151,46,0.289,0
Player 0893,14,1498,4608,137,1076,136,56,108,526,443,641,266,31,0.234,0
Player 0894,25,850,3072,179,884,187,48,118,331,216,276,69,14,0.288,0
Player 0895,19,2774,7378,822,1632,248,100,276,1005,462,1056,202,58,0.221,0
Player 0896,16,672,2765,132,686,114,22,14,443,259,587,10,2,0.248,0
Player 0897,13,1313,4953,336,1523,198,84,177,791,475,1065,52,6,0.307,0
Player 0898,2,254,1013,53,286,63,5,17,166,121,86,37,9,0.282,0
Player 0899,2,114,311,28,80,14,1,7,59,35,28,10,2,0.257,0
Player 0900,16,960,2922,215,834,150,31,117,373,385,546,165,51,0.285,0
Player 0901,1,86,268,19,71,16,1,8,41,36,42,2,0,0.265,0
Player 0902,2,280,955,36,258,41,17,22,153,110,99,32,2,0.27,0
Player 0903,6,324,973,78,285,64,18,13,162,55,203,42,10,0.293,0
Player 0904,23,2553,6645,337,1624,335,28,201,1132,574,761,295,41,0.244,0
Player 0905,12,996,3114,294,845,195,51,65,500,326,288,99,28,0.271,0
Player 0906,18,702,2058,91,533,122,22,104,294,212,411,76,20,0.259,0
Player 0907,11,1287,4061,169,871,208,46,128,347,269,720,163,47,0.214,0
Player 0908,5,665,1885,178,448,60,28,91,282,193,269,104,35,0.238,0
Player 0909,10,990,2915,132,947,204,44,71,381,237,556,66,15,0.325,0
Player 0910,3,141,502,22,142,30,3,23,51,40,113,12,3,0.283,0
Player 0911,20,900,2843,213,635,125,9,22,346,355,242,106,26,0.223,0
Player 0912,5,400,1234,45,266,40,11,24,154,108,222,25,3,0.216,0
Player 0913,10,900,3066,103,815,192,54,27,610,298,352,36,10,0.266,0
Player 0914,25,2400,9149,448,2970,429,138,60,1885,920,1425,418,111,0.325,0
Player 0915,15,840,2641,112,695,125,24,134,479,265,390,36,12,0.263,0
Player 0916,12,1080,3778,142,1192,217,19,154,582,261,537,53,7,0.316,0
Player 0917,14,882,3653,72,1031,143,67,132,570,379,403,101,17,0.282,0
Player 0918,20,2280,7723,368,2212,457,72,244,1636,618,1609,52,15,0.286,0
Player 0919,7,896,3625,134,809,105,43,121,418,394,510,14,1,0.223,0
Player 0920,16,1744,6713,151,2032,412,108,247,1367,423,1489,36,9,0.303,0
Player 0921,22,550,1429,119,369,81,10,66,206,199,195,17,3,0.258,0
Player 0922,15,2295,7411,499,2224,360,41,258,977,885,1588,190,23,0.3,0
Player 0923,12,336,1238,32,298,61,10,52,173,108,206,50,6,0.241,0
Player 0924,4,616,2573,92,710,98,23,49,310,198,364,41,12,0.276,0
Player 0925,7,203,665,55,187,41,10,35,65,56,128,16,1,0.281,0
Player 0926,24,2208,5868,459,1552,363,93,38,689,674,1208,247,69,0.264,0
Player 0927,14,532,1838,90,522,72,14,44,223,200,288,32,8,0.284,0
Player 0928,8,296,803,53,209,42,9,39,104,90,118,24,6,0.26,0
Player 0929,11,1243,4695,156,1160,209,19,65,818,610,809,94,17,0.247,0
Player 0930,15,1785,6003,461,1958,359,52,72,989,546,1042,121,10,0.326,0
Player 0931,14,560,2088,157,640,131,36,48,440,230,309,42,12,0.307,0
Player 0932,18,2718,10811,761,2631,470,154,285,1505,970,2175,32,3,0.243,0
Player 0933,7,462,1648,59,477,91,27,85,168,177,237,74,11,0.289,0
Player 0934,17,1122,3973,166,969,143,22,185,412,368,605,197,66,0.244,0
Player 0935,12,756,2859,87,653,108,29,80,471,342,505,118,19,0.228,0
Player 0936,24,2016,7927,297,2427,543,92,425,1435,400,1885,22,3,0.306,1
Player 0937,4,192,763,29,160,21,11,28,115,52,92,26,8,0.21,0
Player 0938,4,320,819,70,247,47,12,39,117,62,95,34,3,0.302,0
Player 0939,12,624,2150,75,561,79,37,37,357,290,232,16,1,0.261,0
Player 0940,13,403,1155,113,303,67,6,34,199,110,219,67,13,0.262,0
Player 0941,18,1296,5135,133,1460,276,58,33,1080,425,779,183,53,0.284,0
Player 0942,11,1232,4438,100,1288,216,73,24,460,383,630,42,13,0.29,0
Player 0943,23,2852,9167,764,2209,331,77,369,1614,831,1032,495,140,0.241,1
Player 0944,12,840,2368,197,698,120,34,25,353,303,527,26,8,0.295,0
Player 0945,4,268,824,42,225,52,9,26,154,112,124,23,1,0.273,0
Player 0946,3,381,1408,80,318,57,22,56,180,177,249,14,3,0.226,0
Player 0947,25,2825,8043,364,2123,374,52,53,1222,1011,788,100,11,0.264,0
Player 0948,4,532,1414,62,450,94,29,38,222,96,137,92,29,0.318,0
Player 0949,24,3408,13664,625,4491,743,166,535,3060,1013,1240,365,121,0.329,1
Player 0950,7,917,3483,144,1027,175,41,172,467,360,483,49,7,0.295,0
Player 0951,3,438,1243,94,283,45,12,24,154,135,193,62,18,0.228,0
Player 0952,8,632,1894,80,543,74,16,101,311,129,225,100,25,0.287,0
Player 0953,16,1216,5049,274,1513,311,102,238,978,591,686,201,21,0.3,0
Player 0954,11,726,2689,180,794,178,51,100,427,182,217,122,29,0.295,0
Player 0955,20,1100,3891,128,1157,264,79,95,719,286,529,180,61,0.297,0
Player 0956,16,1952,5900,174,1668,376,116,239,907,457,584,231,37,0.283,0
Player 0957,11,1287,3871,227,1035,180,53,177,635,488,389,87,6,0.267,0
Player 0958,16,2064,5298,516,1317,202,52,106,816,613,427,345,118,0.249,0
Player 0959,25,1150,4299,256,875,171,54,234,554,420,822,35,6,0.204,0
Player 0960,11,968,2491,226,702,164,11,125,476,308,570,37,7,0.282,0
Player 0961,4,212,531,35,146,30,8,15,82,65,95,17,4,0.275,0
Player 0962,11,1551,5800,204,1679,301,71,238,717,493,553,90,21,0.289,0
Player 0963,22,1298,5338,255,1191,241,61,166,740,642,1272,148,23,0.223,0
Player 0964,6,258,976,32,285,60,10,42,108,66,230,42,4,0.292,0
Player 0965,24,2376,7845,569,2682,617,94,363,1173,747,1215,222,67,0.342,1
Player 0966,15,2085,6935,257,1891,400,31,42,1261,420,674,217,45,0.273,0
Player 0967,16,2304,7468,331,2000,343,76,66,1048,660,1458,188,49,0.268,0
Player 0968,8,296,903,56,253,38,9,19,138,87,211,38,11,0.28,0
Player 0969,24,1608,5446,300,1857,334,50,277,1383,311,1114,43,3,0.341,0
Player 0970,1,44,142,9,33,5,0,3,14,13,25,0,0,0.232,0
Player 0971,8,520,1828,91,506,117,23,90,181,198,324,61,17,0.277,0
Player 0972,11,1034,4163,291,1007,182,32,117,397,438,984,104,34,0.242,0
Player 0973,12,732,3068,193,769,135,46,59,344,168,281,58,8,0.251,0
Player 0974,12,396,1043,108,279,45,5,52,178,61,108,26,4,0.267,0
Player 0975,4,364,1148,79,364,71,17,37,240,93,244,6,1,0.317,0
Player 0976,6,186,522,40,173,31,4,12,99,65,53,23,7,0.331,0
Player 0977,3,162,501,34,143,19,6,3,64,64,70,13,4,0.285,0
Player 0978,15,375,1120,65,287,64,13,11,160,87,140,32,6,0.256,0
Player 0979,9,324,906,48,323,52,16,10,114,103,107,52,11,0.357,0
Player 0980,15,1215,4615,255,1176,202,45,107,732,470,388,164,20,0.255,0
Player 0981,15,2025,6770,173,1692,244,72,239,1007,937,1154,95,25,0.25,0
Player 0982,18,2250,9141,183,1900,354,47,186,681,534,1318,273,83,0.208,0
Player 0983,14,518,1323,138,421,85,17,10,284,131,222,16,4,0.318,0
Player 0984,17,493,1288,44,391,88,13,23,256,133,165,21,3,0.304,0
Player 0985,15,1020,3249,199,1152,145,59,82,545,252,749,134,45,0.355,0
Player 0986,17,1853,4885,398,1081,255,42,266,653,264,852,58,6,0.221,0
Player 0987,16,1952,5751,241,1846,377,106,141,1090,314,1344,112,23,0.321,0
Player 0988,8,1056,4410,292,1201,185,46,41,489,400,599,171,39,0.272,0
Player 0989,7,483,1379,58,411,59,11,46,175,154,110,65,14,0.298,0
Player 0990,20,920,2609,252,553,86,16,133,344,294,534,154,43,0.212,0
Player 0991,9,252,875,62,281,63,4,38,203,58,185,40,9,0.321,0
Player 0992,14,616,2061,81,613,94,27,96,355,262,184,38,3,0.297,0
Player 0993,5,165,575,18,154,27,9,29,88,48,103,19,2,0.268,0
Player 0994,11,1496,4698,223,1374,281,78,173,836,642,872,111,24,0.292,0
Player 0995,14,826,3225,138,784,176,30,176,412,195,333,106,28,0.243,0
Player 0996,16,2112,5777,283,1442,286,37,38,535,723,972,146,31,0.25,0
Player 0997,14,1344,4338,402,1100,231,68,202,559,571,515,13,2,0.254,0
Player 0998,10,950,3488,123,715,100,12,166,507,432,288,24,2,0.205,0
Player 0999,25,2100,8349,551,2506,564,92,424,1683,1025,1825,296,86,0.3,1
Player 1000,13,1703,5327,195,1660,254,103,153,1196,439,845,41,8,0.312,0
Player 1001,21,630,2183,186,535,72,19,96,219,249,447,70,15,0.245,0
Player 1002,19,703,1840,91,519,123,11,27,286,187,360,109,22,0.282,0
Player 1003,14,1120,3124,193,814,117,24,109,475,275,746,152,23,0.261,0
Player 1004,23,1748,4575,354,1287,175,61,104,558,637,686,140,21,0.281,0
Player 1005,4,380,1420,40,352,68,8,49,151,108,210,17,1,0.248,0
Player 1006,24,2880,8610,747,2058,325,105,333,1364,750,1076,480,130,0.239,1
Player 1007,22,2222,8288,312,2542,345,99,185,1572,1087,1492,236,36,0.307,0
Player 1008,13,754,1970,151,527,101,17,31,320,149,310,59,9,0.268,0
Player 1009,19,1273,5049,255,1720,363,48,106,785,321,992,216,75,0.341,0
Player 1010,14,1708,6696,363,1818,391,109,255,1004,521,917,79,14,0.272,0
Player 1011,7,357,946,32,224,31,8,36,80,111,95,30,6,0.237,0
Player 1012,20,1800,4572,210,1430,267,79,192,574,582,996,51,9,0.313,0
Player 1013,7,665,1726,76,504,109,19,19,280,104,366,20,3,0.292,0
Player 1014,8,976,3856,142,1139,158,22,177,539,408,525,75,6,0.295,0
Player 1015,13,1521,4409,170,1374,199,53,173,1011,445,839,196,60,0.312,0
Player 1016,21,1785,6126,504,1514,182,64,39,815,675,972,120,24,0.247,0
Player 1017,10,650,2095,125,556,101,22,45,213,231,422,82,22,0.265,0
Player 1018,13,936,3605,203,951,136,56,102,339,491,513,137,46,0.264,0
Player 1019,2,156,519,24,116,24,7,11,74,42,85,24,1,0.224,0
Player 1020,3,159,532,22,138,32,8,5,57,40,47,2,0,0.259,0
Player 1021,2,212,886,40,280,40,13,13,119,90,95,30,3,0.316,0
Player 1022,2,104,286,15,79,15,3,1,41,25,58,3,0,0.276,0
Player 1023,22,2398,9381,373,2090,303,105,90,952,869,1323,308,95,0.223,0
Player 1024,22,2684,6946,482,1497,182,46,127,893,390,594,196,19,0.216,0
Player 1025,21,3150,10432,602,3424,722,204,479,1863,660,1114,410,142,0.328,1
Player 1026,2,80,320,23,85,14,5,10,33,42,46,3,0,0.266,0
Player 1027,2,246,893,31,220,51,6,23,146,50,174,29,5,0.246,0
Player 1028,8,288,1055,53,274,50,17,40,142,108,145,9,0,0.26,0
Player 1029,15,1020,3006,115,656,91,40,96,389,354,598,39,9,0.218,0
Player 1030,9,423,1358,66,434,75,16,15,152,69,295,48,10,0.32,0
Player 1031,13,598,1867,142,478,68,31,30,287,130,251,40,5,0.256,0
Player 1032,5,235,795,27,252,56,5,12,116,66,165,30,6,0.317,0
Player 1033,19,570,1872,118,508,103,8,65,278,178,187,72,6,0.271,0
Player 1034,8,1056,3226,181,1032,166,35,90,484,260,472,122,42,0.32,0
Player 1035,2,64,193,5,53,9,2,4,39,20,18,8,1,0.275,0
Player 1036,19,1444,4225,411,1266,253,43,138,559,297,373,209,43,0.3,0
Player 1037,23,2645,8253,452,2436,521,162,441,1742,431,745,436,127,0.295,1
Player 1038,1,153,421,38,122,15,3,8,87,21,40,3,0,0.29,0
Player 1039,11,1485,5914,254,1668,204,50,183,864,479,1263,159,50,0.282,0
